code	word	freq	primary_code	misread_char	prim_syl	wrong_syl
jiazhangkuai	家长会	22062	jiazhanghui	会	hui	kuai
daihei	大黑	22046	dahei	大	da	dai
chuanji	传给	22028	chuangei	给	gei	ji
zhuangei	传给	22028	chuangei	传	chuan	zhuan
zhuanji	传给	22028	chuangei	传	chuan	zhuan
jieji	接给	21995	jiegei	给	gei	ji
yueba	乐吧	21982	leba	乐	le	yue
mande	满地	21980	mandi	地	di	de
xieji	写给	21979	xiegei	给	gei	ji
zhongkuai	终会	21979	zhonghui	会	hui	kuai
chonghui	重回	21964	zhonghui	重	zhong	chong
tingzhengkuai	听证会	21959	tingzhenghui	会	hui	kuai
chengdian	盛典	21950	shengdian	盛	sheng	cheng
changdao	长岛	21935	zhangdao	长	zhang	chang
daiying	大影	21922	daying	大	da	dai
mukuai	模块	21921	mokuai	模	mo	mu
deer	地儿	21918	dier	地	di	de
yaodu	药都	21901	yaodou	都	dou	du
daipeng	大棚	21900	dapeng	大	da	dai
qianqianmo	千千万	21897	qianqianwan	万	wan	mo
biezhao	憋着	21874	biezhe	着	zhe	zhao
biezhuo	憋着	21874	biezhe	着	zhe	zhuo
mozhe	没辙	21868	meizhe	没	mei	mo
haidai	海大	21839	haida	大	da	dai
daiyun	大运	21826	dayun	大	da	dai
jiade	家地	21810	jiadi	地	di	de
zhaode	着地	21807	zhedi	着	zhe	zhao
zhaodi	着地	21807	zhedi	着	zhe	zhao
zhede	着地	21807	zhedi	地	di	de
zhuode	着地	21807	zhedi	着	zhe	zhuo
zhuodi	着地	21807	zhedi	着	zhe	zhuo
maiji	买给	21798	maigei	给	gei	ji
haoliaoba	好了吧	21787	haoleba	了	le	liao
yuecheng	乐橙	21785	lecheng	乐	le	yue
daizhang	大张	21780	dazhang	大	da	dai
daijieju	大结局	21764	dajieju	大	da	dai
ganlong	乾隆	21751	qianlong	乾	qian	gan
yanyijuan	演艺圈	21749	yanyiquan	圈	quan	juan
tuola	脱落	21746	tuoluo	落	luo	la
jiaochang	较长	21725	jiaozhang	长	zhang	chang
diede	爹地	21721	diedi	地	di	de
wuzhao	捂着	21720	wuzhe	着	zhe	zhao
wuzhuo	捂着	21720	wuzhe	着	zhe	zhuo
moji	没记	21691	meiji	没	mei	mo
zhihang	之行	21670	zhixing	行	xing	hang
pofuchan	剖腹产	21661	poufuchan	剖	pou	po
daiping	大屏	21644	daping	大	da	dai
daiqi	大旗	21634	daqi	大	da	dai
dailin	大林	21623	dalin	大	da	dai
yangdai	养大	21612	yangda	大	da	dai
daidai	带大	21605	daida	大	da	dai
gouchang	够长	21605	gouzhang	长	zhang	chang
bishei	比谁	21601	bishui	谁	shui	shei
changda	长达	21588	zhangda	长	zhang	chang
kaidei	开得	21582	kaide	得	de	dei
manxie	满血	21578	manxue	血	xue	xie
zhende	真地	21575	zhendi	地	di	de
tiaodao	调到	21563	diaodao	调	diao	tiao
fazhao	发着	21560	fazhe	着	zhe	zhao
fazhuo	发着	21560	fazhe	着	zhe	zhuo
kuaidong	会动	21559	huidong	会	hui	kuai
gehang	各行	21542	gexing	行	xing	hang
qisiwoliao	气死我了	21535	qisiwole	了	le	liao
motingshuoguo	没听说过	21518	meitingshuoguo	没	mei	mo
nongdai	农大	21513	nongda	大	da	dai
mokuai	万块	21493	wankuai	万	wan	mo
wujue	五角	21488	wujiao	角	jiao	jue
bamo	八万	21487	bawan	万	wan	mo
tongde	同地	21486	tongdi	地	di	de
bushe	不折	21483	buzhe	折	zhe	she
shuobailiao	说白了	21467	shuobaile	了	le	liao
zhendei	真得	21455	zhende	得	de	dei
changjianshi	长见识	21450	zhangjianshi	长	zhang	chang
dejiu	地久	21447	dijiu	地	di	de
base	巴塞	21444	basai	塞	sai	se
jijinkuai	基金会	21441	jijinhui	会	hui	kuai
meidai	没大	21438	meida	大	da	dai
moda	没大	21438	meida	没	mei	mo
modai	没大	21438	meida	没	mei	mo
huala	花落	21434	hualuo	落	luo	la
kanzhaoban	看着办	21431	kanzheban	着	zhe	zhao
kanzhuoban	看着办	21431	kanzheban	着	zhe	zhuo
beijue	北角	21428	beijiao	角	jiao	jue
jieliao	借了	21422	jiele	了	le	liao
jiandei	兼得	21415	jiande	得	de	dei
seji	色系	21407	sexi	系	xi	ji
tizhao	提着	21378	tizhe	着	zhe	zhao
tizhuo	提着	21378	tizhe	着	zhe	zhuo
youshangjue	右上角	21377	youshangjiao	角	jiao	jue
daifu	大佛	21368	dafu	大	da	dai
daifang	大房	21362	dafang	大	da	dai
mosheng	万圣	21359	wansheng	万	wan	mo
yuanzhao	原着	21351	yuanzhe	着	zhe	zhao
yuanzhuo	原着	21351	yuanzhe	着	zhe	zhuo
qihang	骑行	21342	qixing	行	xing	hang
haolemo	好了没	21328	haolemei	没	mei	mo
haoliaomei	好了没	21328	haolemei	了	le	liao
haoliaomo	好了没	21328	haolemei	了	le	liao
peidei	配得	21327	peide	得	de	dei
shangdu	商都	21320	shangdou	都	dou	du
shenzhao	身着	21312	shenzhe	着	zhe	zhao
shenzhuo	身着	21312	shenzhe	着	zhe	zhuo
weihuo	维和	21309	weihe	和	he	huo
moshengjie	万圣节	21305	wanshengjie	万	wan	mo
kuaihua	会画	21300	huihua	会	hui	kuai
jiudai	九大	21287	jiuda	大	da	dai
beide	北地	21274	beidi	地	di	de
leidei	累得	21271	leide	得	de	dei
youxiajue	右下角	21261	youxiajiao	角	jiao	jue
tiaohao	调好	21225	diaohao	调	diao	tiao
chongsu	重塑	21212	zhongsu	重	zhong	chong
lidei	理得	21210	lide	得	de	dei
changyizhi	长一智	21191	zhangyizhi	长	zhang	chang
wangjue	旺角	21190	wangjiao	角	jiao	jue
chongyong	重用	21182	zhongyong	重	zhong	chong
mozhong	没中	21180	meizhong	没	mei	mo
daiguang	大光	21176	daguang	大	da	dai
pangpangdi	胖胖的	21176	pangpangde	的	de	di
yexia	咽下	21172	yanxia	咽	yan	ye
zuodeihao	做得好	21168	zuodehao	得	de	dei
chongren	重人	21150	zhongren	重	zhong	chong
deili	得利	21139	deli	得	de	dei
poxi	剖析	21137	pouxi	剖	pou	po
daihu	大湖	21131	dahu	大	da	dai
mosheng	没生	21116	meisheng	没	mei	mo
daicheng	大程	21108	dacheng	大	da	dai
jiayue	家乐	21107	jiale	乐	le	yue
shengshengdi	生生的	21105	shengshengde	的	de	di
xiazhao	下着	21100	xiazhe	着	zhe	zhao
xiazhuo	下着	21100	xiazhe	着	zhe	zhuo
yima	一抹	21094	yimo	抹	mo	ma
changjing	长颈	21082	zhangjing	长	zhang	chang
mojie	没接	21066	meijie	没	mei	mo
daijian	大件	21061	dajian	大	da	dai
jishang	系上	21054	xishang	系	xi	ji
cunzhao	存着	21047	cunzhe	着	zhe	zhao
cunzhuo	存着	21047	cunzhe	着	zhe	zhuo
yuechangyue	越长越	21040	yuezhangyue	长	zhang	chang
daijia	大加	21037	dajia	大	da	dai
yuejiao	越觉	21032	yuejue	觉	jue	jiao
daichengdu	大程度	21013	dachengdu	大	da	dai
kuaiqian	会前	20993	huiqian	会	hui	kuai
shangde	上地	20988	shangdi	地	di	de
baseluona	巴塞罗那	20984	basailuona	塞	sai	se
dongdei	冻得	20969	dongde	得	de	dei
butaikuai	不太会	20957	butaihui	会	hui	kuai
daliaoge	打了个	20955	dalege	了	le	liao
liumo	六万	20954	liuwan	万	wan	mo
daifu	大福	20953	dafu	大	da	dai
juebukuai	决不会	20951	juebuhui	会	hui	kuai
moyi	万亿	20949	wanyi	万	wan	mo
bokuai	博会	20940	bohui	会	hui	kuai
chongfa	重发	20926	zhongfa	重	zhong	chong
daizha	大闸	20912	dazha	大	da	dai
yingchang	营长	20908	yingzhang	长	zhang	chang
chizaokuai	迟早会	20904	chizaohui	会	hui	kuai
madiao	抹掉	20891	modiao	抹	mo	ma
dahang	大行	20886	daxing	行	xing	hang
daihang	大行	20886	daxing	大	da	dai
daixing	大行	20886	daxing	大	da	dai
liaodei	聊得	20886	liaode	得	de	dei
huolong	和龙	20867	helong	和	he	huo
huokuai	活会	20860	huohui	会	hui	kuai
buzaoliao	不早了	20830	buzaole	了	le	liao
moshi	没试	20825	meishi	没	mei	mo
sejin	塞进	20823	saijin	塞	sai	se
mogan	没赶	20822	meigan	没	mei	mo
chengda	盛大	20780	shengda	盛	sheng	cheng
chengdai	盛大	20780	shengda	盛	sheng	cheng
shengdai	盛大	20780	shengda	大	da	dai
pazhao	趴着	20780	pazhe	着	zhe	zhao
pazhuo	趴着	20780	pazhe	着	zhe	zhuo
dachai	大差	20776	dacha	差	cha	chai
daicha	大差	20776	dacha	大	da	dai
daichai	大差	20776	dacha	大	da	dai
fangdei	放得	20765	fangde	得	de	dei
lvde	绿地	20740	lvdi	地	di	de
qiudei	求得	20739	qiude	得	de	dei
daikeng	大坑	20737	dakeng	大	da	dai
mozi	万字	20735	wanzi	万	wan	mo
haochangshijian	好长时间	20731	haozhangshijian	长	zhang	chang
daipeng	大鹏	20726	dapeng	大	da	dai
yidai	医大	20723	yida	大	da	dai
debei	地被	20715	dibei	地	di	de
zhankuai	展会	20710	zhanhui	会	hui	kuai
guangzhao	光着	20703	guangzhe	着	zhe	zhao
guangzhuo	光着	20703	guangzhe	着	zhe	zhuo
dengdei	等得	20702	dengde	得	de	dei
moliangxin	没良心	20695	meiliangxin	没	mei	mo
shoushoudi	瘦瘦的	20686	shoushoude	的	de	di
guangjue	广角	20679	guangjiao	角	jiao	jue
panweibo	潘玮柏	20679	panweibai	柏	bai	bo
liangjuan	两圈	20669	liangquan	圈	quan	juan
yangdei	养得	20661	yangde	得	de	dei
daizhaxie	大闸蟹	20656	dazhaxie	大	da	dai
chongdao	重蹈	20648	zhongdao	重	zhong	chong
huanwei	还为	20647	haiwei	还	hai	huan
dezhong	地中	20637	dizhong	地	di	de
daiwu	大武	20636	dawu	大	da	dai
hedei	喝得	20610	hede	得	de	dei
zuoshangjue	左上角	20610	zuoshangjiao	角	jiao	jue
mingdai	明大	20607	mingda	大	da	dai
changdoudou	长痘痘	20604	zhangdoudou	长	zhang	chang
sidailin	斯大林	20601	sidalin	大	da	dai
pizhao	披着	20586	pizhe	着	zhe	zhao
pizhuo	披着	20586	pizhe	着	zhe	zhuo
jieliaohun	结了婚	20562	jielehun	了	le	liao
kuaidian	会点	20555	huidian	会	hui	kuai
quanbudushi	全部都是	20552	quanbudoushi	都	dou	du
mosi	没死	20550	meisi	没	mei	mo
haidei	害得	20548	haide	得	de	dei
gaide	该地	20547	gaidi	地	di	de
moyao	没要	20545	meiyao	没	mei	mo
daizhi	大只	20544	dazhi	大	da	dai
chenghui	盛会	20531	shenghui	盛	sheng	cheng
chengkuai	盛会	20531	shenghui	盛	sheng	cheng
shengkuai	盛会	20531	shenghui	会	hui	kuai
suihang	随行	20525	suixing	行	xing	hang
daisheng	大生	20523	dasheng	大	da	dai
zuchang	族长	20520	zuzhang	长	zhang	chang
zhenhang	真行	20510	zhenxing	行	xing	hang
zunchen	尊称	20509	zuncheng	称	cheng	chen
canchong	惨重	20496	canzhong	重	zhong	chong
dainan	大南	20490	danan	大	da	dai
daduichang	大队长	20489	daduizhang	长	zhang	chang
xingde	性地	20471	xingdi	地	di	de
bianshuai	辨率	20467	bianlv	率	lv	shuai
daier	大儿	20466	daer	大	da	dai
deipiao	得票	20458	depiao	得	de	dei
huitan	会弹	20458	huidan	弹	dan	tan
kuaidan	会弹	20458	huidan	会	hui	kuai
kuaitan	会弹	20458	huidan	会	hui	kuai
kuaijiao	会教	20450	huijiao	会	hui	kuai
youzhao	悠着	20444	youzhe	着	zhe	zhao
youzhuo	悠着	20444	youzhe	着	zhe	zhuo
qianchengsijin	前程似锦	20436	qianchengshijin	似	shi	si
juweikuai	居委会	20433	juweihui	会	hui	kuai
dianjizhao	惦记着	20431	dianjizhe	着	zhe	zhao
dianjizhuo	惦记着	20431	dianjizhe	着	zhe	zhuo
liangliangdi	亮亮的	20420	liangliangde	的	de	di
jizhua	鸡爪	20397	jizhao	爪	zhao	zhua
shengrikuai	生日会	20397	shengrihui	会	hui	kuai
youchen	又称	20396	youcheng	称	cheng	chen
jiudu	酒都	20378	jiudou	都	dou	du
mojing	没经	20376	meijing	没	mei	mo
motong	没通	20370	meitong	没	mei	mo
jizhekuai	记者会	20364	jizhehui	会	hui	kuai
minhuo	民和	20344	minhe	和	he	huo
debiao	地标	20341	dibiao	地	di	de
zhaobuzhao	找不着	20341	zhaobuzhe	着	zhe	zhao
zhaobuzhuo	找不着	20341	zhaobuzhe	着	zhe	zhuo
daiwei	大威	20335	dawei	大	da	dai
chongzhen	重振	20330	zhongzhen	重	zhong	chong
yatelandai	亚特兰大	20330	yatelanda	大	da	dai
lidei	立得	20316	lide	得	de	dei
zhengdei	整得	20316	zhengde	得	de	dei
daidong	大动	20301	dadong	大	da	dai
shengdei	生得	20301	shengde	得	de	dei
chaiyuan	差远	20294	chayuan	差	cha	chai
mofan	没饭	20289	meifan	没	mei	mo
xiangdeimei	想得美	20282	xiangdemei	得	de	dei
daifu	大富	20273	dafu	大	da	dai
youzhaodian	悠着点	20272	youzhedian	着	zhe	zhao
youzhuodian	悠着点	20272	youzhedian	着	zhe	zhuo
fuhuo	福和	20270	fuhe	和	he	huo
wujuexing	五角星	20258	wujiaoxing	角	jiao	jue
daimei	大妹	20255	damei	大	da	dai
yandei	演得	20254	yande	得	de	dei
landai	兰大	20251	landa	大	da	dai
tandao	弹道	20241	dandao	弹	dan	tan
bingdei	病得	20229	bingde	得	de	dei
daipaidang	大排档	20226	dapaidang	大	da	dai
yimoduo	一万多	20224	yiwanduo	万	wan	mo
chengchan	盛产	20223	shengchan	盛	sheng	cheng
butongxinchang	不同寻常	20213	butongxunchang	寻	xun	xin
shichang	室长	20211	shizhang	长	zhang	chang
shuangbei	双臂	20197	shuangbi	臂	bi	bei
hangce	行测	20195	xingce	行	xing	hang
xiaokuai	小会	20192	xiaohui	会	hui	kuai
zhichen	职称	20192	zhicheng	称	cheng	chen
duozhao	多着	20190	duozhe	着	zhe	zhao
duozhuo	多着	20190	duozhe	着	zhe	zhuo
busi	不似	20189	bushi	似	shi	si
mozhong	万种	20188	wanzhong	万	wan	mo
jianchang	舰长	20186	jianzhang	长	zhang	chang
layu	落雨	20184	luoyu	落	luo	la
baibaidi	白白的	20176	baibaide	的	de	di
daibie	大别	20175	dabie	大	da	dai
changzhi	长直	20173	zhangzhi	长	zhang	chang
ermo	二万	20173	erwan	万	wan	mo
zhuangdei	装得	20168	zhuangde	得	de	dei
shuijiaojiao	睡觉觉	20161	shuijiaojue	觉	jue	jiao
daisheng	大胜	20156	dasheng	大	da	dai
jianmu	建模	20152	jianmo	模	mo	mu
zhuankai	传开	20151	chuankai	传	chuan	zhuan
daishi	大食	20147	dashi	大	da	dai
changqing	长情	20140	zhangqing	长	zhang	chang
chongzheng	重整	20136	zhongzheng	重	zhong	chong
changsan	长三	20134	zhangsan	长	zhang	chang
shaozhao	烧着	20130	shaozhe	着	zhe	zhao
shaozhuo	烧着	20130	shaozhe	着	zhe	zhuo
moqianmai	没钱买	20129	meiqianmai	没	mei	mo
sijin	似锦	20117	shijin	似	shi	si
mingmu	名模	20109	mingmo	模	mo	mu
deya	地亚	20105	diya	地	di	de
daie	大额	20104	dae	大	da	dai
seerweiya	塞尔维亚	20100	saierweiya	塞	sai	se
shuodai	硕大	20094	shuoda	大	da	dai
huanguo	还过	20091	haiguo	还	hai	huan
moxiao	没消	20085	meixiao	没	mei	mo
daixia	大夏	20057	daxia	大	da	dai
chuandai	川大	20054	chuanda	大	da	dai
tianyue	天乐	20045	tianle	乐	le	yue
huidei	回得	20033	huide	得	de	dei
tanxin	探寻	20030	tanxun	寻	xun	xin
ziyuziyue	自娱自乐	20026	ziyuzile	乐	le	yue
shashadi	傻傻的	20004	shashade	的	de	di
daidang	大党	20001	dadang	大	da	dai
xihuo	西和	19997	xihe	和	he	huo
moci	万次	19984	wanci	万	wan	mo
xinji	心系	19975	xinxi	系	xi	ji
chengzhuang	盛装	19973	shengzhuang	盛	sheng	cheng
zhihai	止咳	19962	zhike	咳	ke	hai
feidei	飞得	19948	feide	得	de	dei
xindai	新大	19937	xinda	大	da	dai
zuoxiajue	左下角	19926	zuoxiajiao	角	jiao	jue
daitusha	大屠杀	19923	datusha	大	da	dai
mohuashuo	没话说	19917	meihuashuo	没	mei	mo
chongzhi	重制	19915	zhongzhi	重	zhong	chong
monaozi	没脑子	19912	meinaozi	没	mei	mo
shude	属地	19912	shudi	地	di	de
haodianmo	好点没	19910	haodianmei	没	mei	mo
chengdei	撑得	19908	chengde	得	de	dei
lide	离地	19907	lidi	地	di	de
daidong	大洞	19905	dadong	大	da	dai
douhuanbu	都还不	19902	douhaibu	还	hai	huan
duhaibu	都还不	19902	douhaibu	都	dou	du
duhuanbu	都还不	19902	douhaibu	都	dou	du
shuaidi	率低	19897	lvdi	率	lv	shuai
changzhi	长治	19886	zhangzhi	长	zhang	chang
mohua	没画	19863	meihua	没	mei	mo
chengzhao	乘着	19846	chengzhe	着	zhe	zhao
chengzhuo	乘着	19846	chengzhe	着	zhe	zhuo
shangzhao	上着	19846	shangzhe	着	zhe	zhao
shangzhuo	上着	19846	shangzhe	着	zhe	zhuo
daiping	大平	19833	daping	大	da	dai
daishang	大商	19820	dashang	大	da	dai
zenkuai	怎会	19818	zenhui	会	hui	kuai
changdige	唱的歌	19815	changdege	的	de	di
tanchu	弹出	19800	danchu	弹	dan	tan
gengpian	更便	19799	gengbian	便	bian	pian
jiezhao	借着	19792	jiezhe	着	zhe	zhao
jiezhuo	借着	19792	jiezhe	着	zhe	zhuo
zhujuan	猪圈	19791	zhuquan	圈	quan	juan
houzhihoujiao	后知后觉	19783	houzhihoujue	觉	jue	jiao
chongganmao	重感冒	19778	zhongganmao	重	zhong	chong
lenglengdi	冷冷的	19772	lenglengde	的	de	di
qikuai	期会	19769	qihui	会	hui	kuai
tingchang	厅长	19762	tingzhang	长	zhang	chang
zhehang	这行	19762	zhexing	行	xing	hang
daiqiao	大乔	19757	daqiao	大	da	dai
chongliao	冲了	19737	chongle	了	le	liao
shadai	厦大	19732	shada	大	da	dai
anhuo	安和	19731	anhe	和	he	huo
yueping	乐平	19725	leping	乐	le	yue
zhedai	浙大	19711	zheda	大	da	dai
duohang	多行	19705	duoxing	行	xing	hang
sishui	似水	19695	shishui	似	shi	si
nengxiang	能降	19694	nengjiang	降	jiang	xiang
daishang	大伤	19690	dashang	大	da	dai
bianchang	变长	19685	bianzhang	长	zhang	chang
daidie	大跌	19666	dadie	大	da	dai
huanyang	还养	19662	haiyang	还	hai	huan
chongkao	重考	19646	zhongkao	重	zhong	chong
changzhi	长智	19644	zhangzhi	长	zhang	chang
dedei	得得	19641	dede	得	de	dei
deide	得得	19641	dede	得	de	dei
deidei	得得	19641	dede	得	de	dei
daiwang	大网	19634	dawang	大	da	dai
keluodeya	克罗地亚	19633	keluodiya	地	di	de
jinhuo	金和	19628	jinhe	和	he	huo
daihuilang	大灰狼	19624	dahuilang	大	da	dai
huajuan	花圈	19621	huaquan	圈	quan	juan
yimoge	一万个	19617	yiwange	万	wan	mo
lianhekuai	联合会	19611	lianhehui	会	hui	kuai
daideng	大灯	19600	dadeng	大	da	dai
kuaiguan	会管	19588	huiguan	会	hui	kuai
yongshuai	用率	19583	yonglv	率	lv	shuai
chaiyuanle	差远了	19566	chayuanle	差	cha	chai
chaiyuanliao	差远了	19566	chayuanle	差	cha	chai
chayuanliao	差远了	19566	chayuanle	了	le	liao
jiaochu	觉出	19566	juechu	觉	jue	jiao
huodai	火大	19563	huoda	大	da	dai
dixie	滴血	19556	dixue	血	xue	xie
daixian	待见	19555	daijian	见	jian	xian
zhoudai	洲大	19547	zhouda	大	da	dai
lajing	落井	19537	luojing	落	luo	la
chechang	车长	19532	chezhang	长	zhang	chang
chengqing	盛情	19530	shengqing	盛	sheng	cheng
dailuan	大乱	19526	daluan	大	da	dai
qiangzouliao	抢走了	19507	qiangzoule	了	le	liao
danghuoguojia	党和国家	19505	dangheguojia	和	he	huo
kangzhao	扛着	19500	kangzhe	着	zhe	zhao
kangzhuo	扛着	19500	kangzhe	着	zhe	zhuo
jijuan	几圈	19497	jiquan	圈	quan	juan
chiliaofan	吃了饭	19495	chilefan	了	le	liao
bidei	比得	19486	bide	得	de	dei
tingdige	听的歌	19481	tingdege	的	de	di
nandu	南都	19480	nandou	都	dou	du
xiuguan	宿管	19478	suguan	宿	su	xiu
zhongkuai	中会	19468	zhonghui	会	hui	kuai
daixiong	大雄	19460	daxiong	大	da	dai
jidai	几大	19456	jida	大	da	dai
cudai	粗大	19453	cuda	大	da	dai
gandei	赶得	19453	gande	得	de	dei
chongshi	重拾	19452	zhongshi	重	zhong	chong
mofen	没分	19450	meifen	没	mei	mo
lishikuai	理事会	19449	lishihui	会	hui	kuai
hangdeitong	行得通	19446	xingdetong	行	xing	hang
hangdetong	行得通	19446	xingdetong	行	xing	hang
xingdeitong	行得通	19446	xingdetong	得	de	dei
daipingmu	大屏幕	19444	dapingmu	大	da	dai
juanyang	圈养	19443	quanyang	圈	quan	juan
huilongjiao	回笼觉	19439	huilongjue	觉	jue	jiao
tuode	拖地	19434	tuodi	地	di	de
tantiao	弹跳	19433	dantiao	弹	dan	tan
yuemei	乐美	19428	lemei	乐	le	yue
daibuda	大不大	19426	dabuda	大	da	dai
honghongdi	红红的	19420	honghongde	的	de	di
tongdai	同大	19415	tongda	大	da	dai
zhaohuaxishi	朝花夕拾	19407	chaohuaxishi	朝	chao	zhao
zhiyue	之乐	19404	zhile	乐	le	yue
juannei	圈内	19390	quannei	圈	quan	juan
zhongde	中地	19387	zhongdi	地	di	de
bankuai	班会	19381	banhui	会	hui	kuai
changlong	长隆	19376	zhanglong	长	zhang	chang
yidei	易得	19376	yide	得	de	dei
huazhao	划着	19371	huazhe	着	zhe	zhao
huazhuo	划着	19371	huazhe	着	zhe	zhuo
hangqian	行前	19370	xingqian	行	xing	hang
pianxie	便携	19360	bianxie	便	bian	pian
yongyue	永乐	19359	yongle	乐	le	yue
tiantianxian	天天见	19353	tiantianjian	见	jian	xian
huotian	和田	19347	hetian	和	he	huo
daimeng	大梦	19345	dameng	大	da	dai
gandishi	干的事	19344	gandeshi	的	de	di
yantaokuai	研讨会	19343	yantaohui	会	hui	kuai
daiyong	大用	19341	dayong	大	da	dai
hedei	合得	19337	hede	得	de	dei
zhuanxia	传下	19322	chuanxia	传	chuan	zhuan
mojiao	没交	19320	meijiao	没	mei	mo
hedai	河大	19319	heda	大	da	dai
butiao	不调	19318	budiao	调	diao	tiao
shexian	折现	19318	zhexian	折	zhe	she
daidai	大袋	19308	dadai	大	da	dai
qingqingde	轻轻地	19296	qingqingdi	地	di	de
chudei	出得	19283	chude	得	de	dei
daitu	大土	19275	datu	大	da	dai
zhihang	支行	19271	zhixing	行	xing	hang
seya	塞牙	19268	saiya	塞	sai	se
suipianshuoshuo	随便说说	19265	suibianshuoshuo	便	bian	pian
kailiaoge	开了个	19262	kailege	了	le	liao
buxiang	不降	19243	bujiang	降	jiang	xiang
yuegu	乐谷	19243	legu	乐	le	yue
daiwei	大伟	19233	dawei	大	da	dai
daibuliedian	大不列颠	19232	dabuliedian	大	da	dai
moying	没影	19227	meiying	没	mei	mo
dairetian	大热天	19226	daretian	大	da	dai
zhaodei	照得	19225	zhaode	得	de	dei
mohua	没花	19222	meihua	没	mei	mo
yixian	易见	19214	yijian	见	jian	xian
daiti	大题	19211	dati	大	da	dai
baiji	败给	19209	baigei	给	gei	ji
wugao	恶搞	19203	egao	恶	e	wu
mosheng	没声	19202	meisheng	没	mei	mo
xiaochai	小差	19200	xiaocha	差	cha	chai
yichong	一重	19200	yizhong	重	zhong	chong
danqiao	蛋壳	19187	danke	壳	ke	qiao
duchai	度差	19184	ducha	差	cha	chai
sheisheishei	谁谁谁	19169	shuishuishui	谁	shui	shei
sheisheishui	谁谁谁	19169	shuishuishui	谁	shui	shei
sheishuishei	谁谁谁	19169	shuishuishui	谁	shui	shei
sheishuishui	谁谁谁	19169	shuishuishui	谁	shui	shei
shuisheishei	谁谁谁	19169	shuishuishui	谁	shui	shei
shuisheishui	谁谁谁	19169	shuishuishui	谁	shui	shei
shuishuishei	谁谁谁	19169	shuishuishui	谁	shui	shei
daile	大乐	19164	dale	大	da	dai
daiyue	大乐	19164	dale	大	da	dai
dayue	大乐	19164	dale	乐	le	yue
bakuo	巴适	19161	bashi	适	shi	kuo
moxing	没醒	19161	meixing	没	mei	mo
shuaibi	率比	19158	lvbi	率	lv	shuai
piandai	偏大	19150	pianda	大	da	dai
taidai	台大	19150	taida	大	da	dai
kuaide	块地	19149	kuaidi	地	di	de
motou	没头	19147	meitou	没	mei	mo
mobenshi	没本事	19145	meibenshi	没	mei	mo
kuaihaoliao	快好了	19130	kuaihaole	了	le	liao
yuanchang	园长	19123	yuanzhang	长	zhang	chang
daiduan	大段	19102	daduan	大	da	dai
hangkong	行空	19102	xingkong	行	xing	hang
deigai	得该	19100	degai	得	de	dei
suansuandi	酸酸的	19098	suansuande	的	de	di
daijuan	大圈	19094	daquan	大	da	dai
daiquan	大圈	19094	daquan	大	da	dai
dajuan	大圈	19094	daquan	圈	quan	juan
huanyongshuo	还用说	19086	haiyongshuo	还	hai	huan
kuaiyue	会约	19086	huiyue	会	hui	kuai
